,problem,dim,n_init,n_iter,metric,solution_f,seed,iteration,nu,length_scale,metric_values,x,f,f_model,time,x_best,f_best
10,bbob.discus,8,40,80,suitability_ext,-101.09,0,11,,,,"[0.5605677886729268, -1.624355673871905, 3.3676719599508083, -2.446446425178452, 2.896336037661083, -4.433620892947182, 2.8222142805025623, 2.2669850783466554]",33554636.966537856,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
11,bbob.discus,8,40,80,suitability_ext,-101.09,0,12,,,,"[-1.5287331583202262, -2.6822537792690775, -3.98185598215614, -3.4919815474811617, 1.246323423758657, 2.5340899774386063, 4.504701239983413, 0.26069745509725806]",708604.0438542111,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
12,bbob.discus,8,40,80,suitability_ext,-101.09,0,13,,,,"[-3.2871910030581244, 1.2568427965442623, 4.27751611106987, 2.044406543114232, 2.6300030190480417, -3.5580932299098262, 4.299529855320422, -0.7308825399458669]",10581257.128415873,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
13,bbob.discus,8,40,80,suitability_ext,-101.09,0,14,,,,"[4.6834674319269265, 4.6152663980944535, 0.8893117927563674, -2.7327543289952887, -2.510127677797109, 4.56699845108586, 3.8464066882627517, -3.75709134127838]",23111515.650430977,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
14,bbob.discus,8,40,80,suitability_ext,-101.09,0,15,,,,"[-4.679804943206685, 3.4960020676191075, 3.560512249410893, -3.1281896808155194, -4.482276055199252, -1.5165206241810187, 4.039670680096904, 0.23332749780822404]",4762044.233528847,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
15,bbob.discus,8,40,80,suitability_ext,-101.09,0,16,,,,"[-2.836077494701031, 0.39242531701304184, -2.2415155201960175, 1.3594420394428859, 2.4352838517072666, -1.0604189285235863, -3.722029580164795, 0.6935326428956685]",7631341.584023235,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
16,bbob.discus,8,40,80,suitability_ext,-101.09,0,17,,,,"[1.2188613235411792, -0.8220826892518946, -0.39653076620318295, 3.8614773744566833, 0.29757230602180584, -4.1401189880015465, -2.8221053036078025, -0.3532240856702229]",44650277.197844945,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
17,bbob.discus,8,40,80,suitability_ext,-101.09,0,18,,,,"[3.7954697572572726, 4.093373384395061, 3.010230589325639, -1.0923511027729207, 1.361847122369678, -1.8984810504032925, -0.9620728020687652, -2.536368384546633]",75193930.53216189,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
18,bbob.discus,8,40,80,suitability_ext,-101.09,0,19,,,,"[-4.851627584187032, 3.5225102595844255, -1.0107667221420509, -0.7056765700453758, -3.6038460093428064, 0.5425490036804739, -4.252488640201823, -1.8412615394395675]",3631842.5035688644,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
19,bbob.discus,8,40,80,suitability_ext,-101.09,0,20,,,,"[-0.2696575092914095, -2.9131536440841597, -2.3184622746498897, -3.6756630176649465, -0.7359503567355228, -2.2817042755653114, -3.466194573850194, -4.0148660379000845]",25278574.66461521,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
20,bbob.discus,8,40,80,suitability_ext,-101.09,0,21,,,,"[-3.0951926270777226, -1.1074435152946442, -0.872212386708366, 4.755884419515988, -3.943922797025457, 1.4227856593201853, -3.0674591963752, 3.0342199489526713]",393783.7160637639,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
21,bbob.discus,8,40,80,suitability_ext,-101.09,0,22,,,,"[0.7796732068155778, 4.872323373614089, -3.086073932740581, 2.2512706629597705, 3.6710141136580745, 3.95432190526836, -1.2200245303260173, -1.2030838495278133]",8189607.025453013,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
22,bbob.discus,8,40,80,suitability_ext,-101.09,0,23,,,,"[4.083027648607162, 3.0103965920555122, -4.731428644303604, -2.9370621258254386, -4.715175352386919, 2.938213314919473, 0.4646883607747423, 3.5824845376712666]",17409284.829108056,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
23,bbob.discus,8,40,80,suitability_ext,-101.09,0,24,,,,"[2.3213453658363115, -0.0417632321955681, -0.09888931827621938, 1.5224360584459866, 1.6096498081124446, 3.6054160212684323, -4.548532443222698, 1.6184944378455315]",8267503.914149685,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
24,bbob.discus,8,40,80,suitability_ext,-101.09,0,25,,,,"[1.6191413181512697, -4.272233910061568, 0.25451432671832386, 0.6071510998860568, -2.7516022206660775, 0.30683769969365304, 4.755433571539964, -2.8974675070802376]",3534114.583913464,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
25,bbob.discus,8,40,80,suitability_ext,-101.09,0,26,,,,"[-0.07992040907066666, -3.296876928931946, 2.0818683415207833, -1.2987768496142014, 4.1055780268705355, -0.1505597940949066, -4.240605773281096, -3.5180663163824692]",16065197.24562374,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
26,bbob.discus,8,40,80,suitability_ext,-101.09,0,27,,,,"[4.375006794085346, 1.0639756301793382, 4.705693314881335, 4.65298331705387, -0.015723874613742694, 0.06852978405605548, 2.2280580283101283, -2.3487729270894917]",35195092.4390293,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
27,bbob.discus,8,40,80,suitability_ext,-101.09,0,28,,,,"[3.031619342219816, -0.6180750841875025, -4.228155483410221, -0.9414792794347182, 3.271169009972059, 1.9681492477377738, 1.9816092736673419, 3.482418436607695]",8015117.565210808,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
28,bbob.discus,8,40,80,suitability_ext,-101.09,0,29,,,,"[1.7827864264131694, 1.841482505163139, -3.374142923449713, -4.29088585404912, 2.081566640568181, 4.92049565303855, 0.8222800341835139, 4.884911167783169]",2017784.065190422,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
29,bbob.discus,8,40,80,suitability_ext,-101.09,0,30,,,,"[-1.1268674651361317, 1.5525835668850334, 1.226813631119155, -4.644689625830876, -0.2993087368239671, 4.047965812046607, -2.122211509032315, 4.5028261666580445]",804054.5286952723,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
30,bbob.discus,8,40,80,suitability_ext,-101.09,0,31,,,,"[3.4542641688310702, -4.740754785031067, 2.7997707408478476, 3.6296848758561833, -2.4533835160449087, 3.0992877736897206, 2.586219734002155, -2.2284226906768474]",1832150.5980680203,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
31,bbob.discus,8,40,80,suitability_ext,-101.09,0,32,,,,"[-3.516317604102823, 0.7912529490104001, 3.9045463050084397, 2.918613595974824, 0.5014933071975038, -2.1952976255190944, 1.3786162153051027, -1.6056570991061951]",7325298.048919898,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
32,bbob.discus,8,40,80,suitability_ext,-101.09,0,33,,,,"[-4.219382226467949, -4.021703718053724, 1.8228953107715338, 0.05271134407371392, -1.9497990949290287, -3.830571681184958, -0.19915979568651387, -1.306332110468916]",3919021.902656896,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
33,bbob.discus,8,40,80,suitability_ext,-101.09,0,34,,,,"[0.15942301237885736, -2.104362028051095, 0.614647504092459, 4.471846583614861, -0.8517369501598262, -0.7500751725267305, 3.3139048184131497, 3.787031021941436]",2004654.9362265626,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
34,bbob.discus,8,40,80,suitability_ext,-101.09,0,35,,,,"[0.46526708021995056, -3.1759464423166994, -1.9552757720986595, -1.9954570807179484, -1.2109476405921815, -4.6060266213610035, 2.255077822872586, -3.2434961012130885]",30216251.710952148,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
35,bbob.discus,8,40,80,suitability_ext,-101.09,0,36,,,,"[-2.6259192448001447, 0.5616383653540238, -3.728459416918291, -0.36903676799218843, -4.215946560274271, -4.925392141515468, 1.1765189360063601, 2.808086932504132]",15541148.9871822,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
36,bbob.discus,8,40,80,suitability_ext,-101.09,0,37,,,,"[-2.3926711964648746, 4.476538711641673, 1.402154893423834, -2.0184352533494514, 3.8809582591957508, -0.6071349020357308, -4.855934360742612, -4.896575088397696]",33506131.42740264,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
37,bbob.discus,8,40,80,suitability_ext,-101.09,0,38,,,,"[-2.030672665044019, -3.9834422274892107, 2.3289873879812415, 0.794054660401807, -3.47420030806594, -3.145830011730869, 3.7399454447738503, -0.1778717060294399]",3285232.810298956,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
38,bbob.discus,8,40,80,suitability_ext,-101.09,0,39,,,,"[-0.8922564635658397, -4.9564893055426, -2.883040118368586, -1.703311023841048, 0.0007474267318769989, 4.412361297158029, 0.7072446399948316, 1.4020813001365244]",4400043.94432858,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
39,bbob.discus,8,40,80,suitability_ext,-101.09,0,40,,,,"[-1.938262497466419, 0.1401927670354226, 2.6029049726426967, 0.4681603820195823, 4.818469122266505, 3.4299793995333747, -1.7976543901010045, -4.715737499645798]",1768510.7578615716,,,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
40,bbob.discus,8,40,80,suitability_ext,-101.09,0,41,1.5,13.214740346500355,0.9592922918005115,"[-5.0, -5.0, 3.8525434773837928, 5.0, 5.0, 5.0, 5.0, 5.0]",38089412.38569199,-7791335.784370702,2.1376519203186035,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
41,bbob.discus,8,40,80,suitability_ext,-101.09,0,42,1.5,11.79422973190642,0.9559097106499015,"[-5.0, -5.0, 5.0, -1.644592042993742, -5.0, 5.0, -5.0, -5.0]",7372429.987369936,-318801.6969084814,2.2230100631713867,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
42,bbob.discus,8,40,80,suitability_ext,-101.09,0,43,1.5,11.689719411918373,0.9536753319495239,"[-5.0, 5.0, -4.5775217816956655, -5.0, -5.0, 5.0, 5.0, 5.0]",8405120.36817222,169027.87347556278,2.322971820831299,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
43,bbob.discus,8,40,80,suitability_ext,-101.09,0,44,1.5,11.576190630995033,0.9524871794871795,"[-5.0, -5.0, -5.0, 4.655715267738963, 5.0, 5.0, -5.0, -5.0]",15074882.966361059,2479280.392103577,2.413774013519287,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
44,bbob.discus,8,40,80,suitability_ext,-101.09,0,45,1.5,11.414072187182544,0.9519741864178972,"[-5.0, 0.6713065068167403, 2.50769342057965, 3.1530547137623834, -5.0, 5.0, 5.0, -5.0]",13292180.9463025,517628.38061152585,2.442660331726074,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
45,bbob.discus,8,40,80,suitability_ext,-101.09,0,46,1.5,11.261364555606903,0.9485021706748825,"[-5.0, 0.8779583095815106, -5.0, -1.5733304765855043, 4.318907610923349, 5.0, -5.0, 5.0]",5729420.972984859,-1178317.4999937862,2.588758707046509,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
46,bbob.discus,8,40,80,suitability_ext,-101.09,0,47,1.5,11.218402669471997,0.9454469024636503,"[-5.0, -3.245977061597764, 5.0, -5.0, -5.0, 5.0, -0.266980481182923, 5.0]",16298493.66632514,2206956.6800387166,2.752617359161377,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
47,bbob.discus,8,40,80,suitability_ext,-101.09,0,48,1.0,11.757169334647228,0.9430353430353431,"[4.059262503531595, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, 5.0]",4090491.991200923,7123267.1852952335,3.464252233505249,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
48,bbob.discus,8,40,80,suitability_ext,-101.09,0,49,1.0,11.788849867108313,0.9408947359532535,"[-5.0, 2.990424848677752, -5.0, -3.673111530845253, 5.0, 5.0, 5.0, -5.0]",4123612.4726869813,5951275.491637018,3.207620859146118,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
49,bbob.discus,8,40,80,suitability_ext,-101.09,0,50,1.0,11.832096685583682,0.9393320848938826,"[-5.0, -5.0, -5.0, 5.0, -5.0, -2.523116827051591, 5.0, 5.0]",7422125.449765981,4879054.163916681,3.478059768676758,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
50,bbob.discus,8,40,80,suitability_ext,-101.09,0,51,1.0,11.837533126276922,0.937371587490777,"[-5.0, 1.4307349127427067, -0.12861667129249788, -0.920588053480745, 0.5567077474937909, 5.0, -0.4447941510824485, 0.3540777652012931]",5654736.046131789,-6196755.641240442,3.7011795043945312,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
51,bbob.discus,8,40,80,suitability_ext,-101.09,0,52,1.5,10.826611442509808,0.9371444777570699,"[5.0, -5.0, -5.0, 5.0, 5.0, 5.0, 5.0, -5.0]",159688.9144221823,8380697.599725935,3.4668962955474854,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
52,bbob.discus,8,40,80,suitability_ext,-101.09,0,53,1.5,10.858000367632208,0.9366797681700086,"[-1.5572029465732098, 5.0, -5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",3276108.6433850373,7650037.214551038,3.221303701400757,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
53,bbob.discus,8,40,80,suitability_ext,-101.09,0,54,1.5,10.8836872519089,0.9365001628448391,"[-5.0, 5.0, -5.0, 5.0, -5.0, 5.0, -5.0, 5.0]",5572345.465940344,5932531.349730261,3.156484365463257,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
54,bbob.discus,8,40,80,suitability_ext,-101.09,0,55,1.5,10.89816356046903,0.9357718939114288,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873,4547554.865156487,3.028787612915039,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
55,bbob.discus,8,40,80,suitability_ext,-101.09,0,56,1.5,10.953852120633453,0.9364039382930553,"[4.53030050889258, -5.0, -5.0, 5.0, 5.0, 5.0, -5.0, 5.0]",492296.76639847626,7510817.581481277,3.518216371536255,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
56,bbob.discus,8,40,80,suitability_ext,-101.09,0,57,1.5,10.976332561097314,0.9362342342342342,"[-5.0, -1.9593144142349377, -5.0, 5.0, 5.0, -1.5649758844760437, 5.0, -5.0]",301237.7095129082,6944079.559533433,3.3153421878814697,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
57,bbob.discus,8,40,80,suitability_ext,-101.09,0,58,1.5,11.011278317105193,0.9344409213787925,"[-5.0, -0.9635867441208299, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0]",3312762.5109845465,6823602.617571033,3.3254623413085938,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
58,bbob.discus,8,40,80,suitability_ext,-101.09,0,59,1.5,11.03920790485201,0.9333905251135654,"[3.305423033238638, -5.0, -5.0, -5.0, 5.0, 5.0, 5.0, -5.0]",496011.6687322572,5879246.821322442,3.554532766342163,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
59,bbob.discus,8,40,80,suitability_ext,-101.09,0,60,1.5,11.078125559771236,0.9332431791221827,"[-5.0, -5.0, 4.09684744756143, -5.0, 5.0, 1.9224572399067406, 5.0, -5.0]",3682083.2474620203,7644537.464605409,3.7318532466888428,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
60,bbob.discus,8,40,80,suitability_ext,-101.09,0,61,1.5,11.092309702206093,0.932947799015349,"[-5.0, -5.0, 5.0, 5.0, -5.0, -5.0, 5.0, -5.0]",605860.4167971526,6830507.374473971,3.897467613220215,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
61,bbob.discus,8,40,80,suitability_ext,-101.09,0,62,1.5,11.113111986058252,0.9312179780468,"[3.359214158097548, -5.0, -5.0, 5.0, -5.0, 5.0, -5.0, 5.0]",262722.42716469325,4490794.64858797,4.231533050537109,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
62,bbob.discus,8,40,80,suitability_ext,-101.09,0,63,1.5,11.159059318156503,0.9314366424535916,"[-5.0, -5.0, -5.0, 5.0, -5.0, -1.2060280351414863, 5.0, -5.0]",5084949.381976924,4143806.399352066,4.141767978668213,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
63,bbob.discus,8,40,80,suitability_ext,-101.09,0,64,1.5,11.187596301621918,0.930254873995214,"[-5.0, -5.0, -5.0, -5.0, -5.0, 1.8691688119167384, -5.0, 5.0]",5409496.982235874,6652193.663797095,4.316631555557251,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
64,bbob.discus,8,40,80,suitability_ext,-101.09,0,65,1.5,11.201460886123293,0.9311691593723436,"[1.3822295465004684, -1.6152331781103866, -5.0, 5.0, 1.8277919917607512, 5.0, 1.0427986662893884, 1.1742593067534353]",854187.6967091918,-3357104.817210676,4.777419567108154,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
65,bbob.discus,8,40,80,suitability_ext,-101.09,0,66,1.5,11.244924573140489,0.9294697257536066,"[-5.0, -5.0, -5.0, -5.0, -5.0, 5.0, 5.0, -5.0]",23805642.563418802,6398242.362718816,5.037393093109131,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
66,bbob.discus,8,40,80,suitability_ext,-101.09,0,67,1.0,11.876636152404418,0.9291209997803996,"[2.4194300673750915, -5.0, -5.0, 5.0, -5.0, 5.0, -5.0, -5.0]",56890.25172111606,5772533.324721516,5.744858980178833,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
67,bbob.discus,8,40,80,suitability_ext,-101.09,0,68,1.0,11.92019075424557,0.9281974842183524,"[-5.0, -5.0, -5.0, 5.0, -5.0, 5.0, -5.0, 5.0]",30173784.901717547,3483680.726925481,6.324069976806641,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
68,bbob.discus,8,40,80,suitability_ext,-101.09,0,69,1.0,11.384289935656183,0.925398168060262,"[-5.0, 5.0, -5.0, 5.0, 5.0, 5.0, 5.0, -5.0]",5902547.439112205,4470610.6231494285,6.2992048263549805,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
69,bbob.discus,8,40,80,suitability_ext,-101.09,0,70,1.0,11.406623317439431,0.9256700890141405,"[5.0, -5.0, -5.0, -5.0, 5.0, 5.0, 5.0, 5.0]",151963.61230911233,5875406.130516726,6.093440771102905,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
70,bbob.discus,8,40,80,suitability_ext,-101.09,0,71,1.0,11.447074456060365,0.9257534335049593,"[-5.0, -5.0, -5.0, -5.0, 5.0, -1.56891262604138, 5.0, 5.0]",2971313.6218412705,7326656.032906142,6.212305307388306,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
71,bbob.discus,8,40,80,suitability_ext,-101.09,0,72,1.0,11.466973827910753,0.9257191206408049,"[-5.0, 5.0, -0.4826832859473905, 5.0, -5.0, -0.9841490413624485, 5.0, 5.0]",28012.590449918,6057752.031847389,6.346130132675171,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
72,bbob.discus,8,40,80,suitability_ext,-101.09,0,73,1.0,11.510228795700343,0.9255347213766792,"[-5.0, -2.3062874507822126, 5.0, 5.0, -5.0, -5.0, 5.0, 5.0]",143704.2979776954,4946332.443422297,6.630390167236328,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
73,bbob.discus,8,40,80,suitability_ext,-101.09,0,74,1.0,11.555684823360668,0.9241132476936025,"[-5.0, 5.0, -5.0, 5.0, -5.0, -3.6120631286300093, 5.0, -5.0]",7226494.358492561,7621255.131778612,7.0946760177612305,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
74,bbob.discus,8,40,80,suitability_ext,-101.09,0,75,1.0,11.558697194277505,0.9243585008465558,"[-5.0, 1.982921357816001, -5.0, 5.0, 5.0, -4.465533513292589, 5.0, 5.0]",1862345.8188622594,6034064.673147188,8.017280340194702,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
75,bbob.discus,8,40,80,suitability_ext,-101.09,0,76,1.0,11.593883548273807,0.9222819078743564,"[-5.0, 5.0, -5.0, -5.0, 5.0, 5.0, 5.0, 5.0]",5951706.075137103,4654150.660416603,7.300449848175049,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
76,bbob.discus,8,40,80,suitability_ext,-101.09,0,77,1.0,11.614096901769445,0.9231828291997949,"[1.1140204142943988, -5.0, -5.0, -5.0, 5.0, 5.0, -4.813351199132623, 5.0]",22234.615740136378,4183105.5353066185,7.2294981479644775,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
77,bbob.discus,8,40,80,suitability_ext,-101.09,0,78,1.0,11.667513065323027,0.9221090086515976,"[5.0, -5.0, -5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",811376.6869293832,3493247.0564818773,7.791891813278198,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
78,bbob.discus,8,40,80,suitability_ext,-101.09,0,79,1.0,11.723834713948563,0.9221804084183022,"[-5.0, 5.0, -5.0, 5.0, -5.0, 5.0, -5.0, -5.0]",1240235.3682051925,5944035.320572913,8.204348802566528,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",3492.2788237503873
