,problem,dim,n_init,n_iter,metric,solution_f,seed,iteration,nu,length_scale,metric_values,x,f,f_model,time,x_best,f_best
14,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,15,0.5,5.877570937095284,0.9225718194254446,"[1.0548690228491515, -5.0]",91.17320478303354,63.512482550940945,0.49569225311279297,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
15,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,16,0.5,4.222878310820987,0.9076460481099656,"[-0.46363881570703375, -1.4073534414429736]",60.81625426523475,61.56033771423473,0.4721097946166992,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
16,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,17,0.5,4.616223113381246,0.907926618206992,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926,62.915139544255545,0.5221412181854248,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
17,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,18,0.5,4.984165763140191,0.9250948166877371,"[0.8086968025113417, -0.6255016184762162]",57.201312505197244,60.1670051936551,0.5474598407745361,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
18,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,19,0.5,5.344704336980452,0.929006909632841,"[2.7165633547193746, -1.2858275645335329]",68.12102067991694,55.882889613607674,0.614727258682251,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
19,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,20,0.5,4.875381364469967,0.9233118027011157,"[3.5988790719804085, -5.0]",79.64303298569882,63.4804477896398,0.6334943771362305,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
20,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,21,1.0,2.4611232775840444,0.9314503332275468,"[-2.314745711158199, -1.9708832083249468]",69.99213973356534,69.92138269034334,0.7964498996734619,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
21,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,22,1.0,2.4975625381086326,0.9287112105116019,"[5.0, 5.0]",121.64009480971744,85.36195299628899,0.7459824085235596,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
22,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,23,1.0,2.8108241013205824,0.9328370554177006,"[1.8203700504838745, 0.13372674504588733]",87.06835906260605,60.63044233354633,0.892573356628418,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
23,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,24,1.0,2.1696705309673634,0.9372505543237251,"[-5.0, -3.052819469010112]",111.94031855528429,85.14486865412636,0.8589491844177246,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
24,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,25,1.0,2.270446852362119,0.9419019104647847,"[5.0, -0.8795816185777844]",94.51128787537034,70.15512399913536,0.8862042427062988,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
25,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,26,1.0,2.0718385593304127,0.9427730739206149,"[1.1998306569065593, -3.239606257117973]",85.24854253497337,62.98313313288736,0.830629825592041,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
26,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,27,1.0,1.8067128499561222,0.9330279232111692,"[3.386390043991999, -3.297604941959403]",55.77366586842838,62.830315142268304,0.8826258182525635,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
27,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,28,1.0,1.9244547106796426,0.9378778065630398,"[1.3913120605177287, -1.300384685978535]",79.1614303453249,51.03808527308028,0.8952128887176514,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
28,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,29,0.5,2.7251387349277727,0.9238929670850107,"[-0.3744310044622804, -0.31475100046822435]",63.58473420411639,64.18104755837207,0.5776922702789307,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
29,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,0,30,0.5,2.850477421590866,0.9279169487700294,"[-0.7743953261535207, -2.308088048609752]",94.6890652529149,61.26596750038361,0.639251708984375,"[1.9630564652189157, -0.8878670202908568]",53.10159510733926
30,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,1,,,,"[3.488178375299743, 2.0495363036740644]",82.00134876197535,,,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
31,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,2,,,,"[4.855840387280367, 0.051350552862755805]",60.970494245921515,,,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
32,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,3,,,,"[-2.3118314520104857, 3.576673551027424]",91.92116386535568,,,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
33,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,4,,,,"[-0.8277025938204421, -0.4091991363691614]",60.544196653613355,,,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
34,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,5,,,,"[-4.54959368767306, -4.027559113243068]",94.71843148164666,,,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
35,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,6,,,,"[1.246486891325194, 1.4618566867807221]",94.65944958162994,,,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
36,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,7,,,,"[2.670268283500908, -3.788428703428404]",78.77237315168055,,,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
37,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,8,,,,"[0.6968051707083553, -2.4534978894806514]",72.8952707371697,,,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
38,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,9,,,,"[-3.1340416972471647, -1.4031129864471295]",92.5335786593874,,,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
39,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,10,,,,"[-1.2034552406761496, 4.73768665955815]",104.1639906776096,,,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
40,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,11,2.0,1.2180527539497505,0.9420289855072463,"[4.4446614493416465, -1.0819230474813]",75.81897185516986,71.61003757146308,0.45092201232910156,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
41,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,12,1.0,1.1700223674641113,0.912568306010929,"[-0.24949723062249202, -1.1239865014800412]",89.13508819451181,69.07790517443388,0.529059648513794,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
42,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,13,2.0,0.026825397281535414,0.6633540372670808,"[-0.7806214998472196, -0.38834443165632226]",85.16561287121118,79.64403713373466,0.3690814971923828,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
43,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,14,0.5,9.999999999999997e-06,0.25495557074504444,"[4.518485335360966, 4.181306464893684]",101.92302824444013,83.3307669797602,0.2478809356689453,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
44,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,15,0.5,9.999999999999997e-06,0.22346491228070176,"[3.268114568468029, -2.385986108886039]",57.19613930282702,84.65878564152305,0.18691062927246094,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
45,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,16,0.5,9.999999999999997e-06,0.22673267326732674,"[1.7306910044486221, 2.3438684163641854]",96.4095812015447,82.82794255227665,0.2198951244354248,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
46,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,17,0.5,9.999999999999997e-06,0.21573359073359075,"[-4.539623208437971, 1.1339405375959455]",93.96604385157464,83.6767949678559,0.22301006317138672,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
47,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,18,0.5,9.999999999999997e-06,0.21868552903035662,"[-1.9498304691901192, 3.5241636329123]",96.68898908078796,84.2820449021923,0.23054885864257812,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
48,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,19,0.5,9.999999999999997e-06,0.203793661808929,"[-0.07710147418563817, 3.8505814901264372]",106.78731735350395,84.97131957878094,0.2298903465270996,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
49,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,20,0.5,0.017742621861335784,0.7393389636117194,"[3.275487032014425, -2.406006484039147]",65.14773746030053,77.42933031780834,0.22025060653686523,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
50,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,21,0.5,0.05552337886090105,0.7922621122342279,"[3.300191807004193, -2.3370135567688175]",55.46168642103393,75.30661693548261,0.28929615020751953,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
51,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,22,0.5,0.10434659369759285,0.8149828835283816,"[3.240865585762006, -2.322622437256879]",69.24547733433067,64.7711503931401,0.5526337623596191,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
52,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,23,0.5,0.10373135373143526,0.8284858853721129,"[3.353933403231106, -2.359447692132253]",77.60709430475089,66.30854012697439,0.4013817310333252,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
53,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,24,0.5,0.08209896264328642,0.8211494252873563,"[-0.8815021199745371, -0.43302801285680825]",85.99570147997036,71.91636046649151,0.3344447612762451,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
54,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,25,0.5,0.06463378588938912,0.8023868469497873,"[3.2404298123017323, -2.3713262375850395]",86.19088430588529,65.1431314318306,0.426694393157959,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
55,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,26,0.5,9.999999999999997e-06,0.19740095451670403,"[4.739921999088869, 0.014232930560388546]",66.56141310819697,83.03678604311331,0.5055842399597168,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
56,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,27,0.5,9.999999999999997e-06,0.19644165358451074,"[4.651670040289261, -3.0709286618633236]",76.8056617263394,82.40311785330884,0.5067944526672363,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
57,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,28,0.5,9.999999999999997e-06,0.19295530228413302,"[1.0651312255693748, 1.0149950856820267]",73.82190825744617,82.1958046634211,0.5171091556549072,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
58,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,29,0.5,9.999999999999997e-06,0.19703804966962862,"[0.37534156978142974, 2.9362332400201394]",87.39416636953013,81.89673693463627,0.5347604751586914,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
59,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,1,30,0.5,9.999999999999997e-06,0.19229992324162729,"[0.41346247982930073, -0.38662952517266547]",81.34913136616952,82.08630346687399,0.5339107513427734,"[3.300191807004193, -2.3370135567688175]",55.46168642103393
60,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,1,,,,"[0.7383878657506839, 2.7015088565858765]",108.3786517628227,,,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
61,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,2,,,,"[-0.8142257405942805, -3.091915942135097]",82.61139240374652,,,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
62,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,3,,,,"[3.3998994740343456, 4.271439473188206]",116.06672832586614,,,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
63,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,4,,,,"[1.8120989266333964, 1.9448533726669321]",79.41488654654367,,,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
64,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,5,,,,"[-1.274969367906038, -0.6574330148755925]",65.57903678830496,,,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
65,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,6,,,,"[-3.562265662780428, 0.8499377366946632]",82.96387736914205,,,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
66,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,7,,,,"[2.5673692091952125, -1.66929729857452]",86.13566950046749,,,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
67,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,8,,,,"[-2.4227846732701277, -2.6331843992741164]",95.68420258572513,,,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
68,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,9,,,,"[4.032564047506323, 3.3169351776903753]",91.2217430995036,,,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
69,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,10,,,,"[-4.3916248330800265, -4.187252569720098]",101.73516238472001,,,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
70,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,11,inf,0.1724042602486518,0.8322851153039832,"[-1.150614387736538, -0.80135105964799]",78.95365340032598,77.15805550024366,0.30359983444213867,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
71,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,12,0.5,0.33947225699761613,0.8786482334869432,"[-1.4029380877534117, -0.5082054346109781]",72.41741692909386,76.2631397225781,0.6097090244293213,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
72,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,13,0.5,0.5263111762539122,0.894483524620511,"[-1.0467886784292442, -0.29233323752896745]",86.1682253253586,79.07428000284176,0.6288259029388428,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
73,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,14,0.5,0.46663933056397416,0.8801057890096974,"[-1.582069194068883, -0.8026499174024354]",68.98012702607639,77.55171942403877,0.6211142539978027,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
74,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,15,0.5,0.6488654876695316,0.8961336078700526,"[-2.075577253504614, -0.603072178238139]",85.18846569860455,78.98889806827208,0.64532470703125,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
75,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,16,0.5,0.5955436791000879,0.898019801980198,"[-1.5479747632527532, -1.2418463996660982]",85.64273999764855,79.26902658937729,0.5849137306213379,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
76,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,17,0.5,0.5670225773180162,0.8902734510211145,"[-1.4216030497784118, -0.6673393191716537]",80.36971595513535,68.73007763992572,0.615816593170166,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
77,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,18,0.5,0.32984040408653154,0.88992628992629,"[-1.1891589551139656, -0.5691577552270832]",80.10364766971955,73.1554660922697,0.5860621929168701,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
78,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,19,0.5,0.30490511592967695,0.8878151260504201,"[-1.6961033669829766, -0.6349448305656735]",87.51835151921898,77.3535189356452,0.6509349346160889,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
79,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,20,0.5,0.2400417255227468,0.8794815891472868,"[-1.3299298999487497, -0.9267110194001482]",73.14994224918888,78.59713506770703,0.5720970630645752,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
80,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,21,0.5,0.29032030792061486,0.8855087358684481,"[-1.0083415066266075, -1.1877502688421893]",77.69182560552771,83.17572841525289,0.6100196838378906,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
81,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,22,0.5,0.29952660012032223,0.8898013245033113,"[-1.4793795526933016, -0.8550869929023284]",70.26434988390992,72.67736670298343,0.7473950386047363,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
82,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,23,0.5,0.3711835224961576,0.9054520358868184,"[-0.4381435207351393, -1.42395778680556]",85.10732657458112,83.26170806793286,0.6300132274627686,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
83,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,24,0.5,0.35447814577668274,0.9067767457860337,"[2.2761245025924217, 1.490743267521897]",90.66923315079492,83.61741855062087,0.5750236511230469,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
84,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,25,0.5,0.33579217780177156,0.9112337662337663,"[-1.6149461301687684, -0.9135929849359536]",70.3562972166394,73.9992028487451,0.634765625,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
85,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,26,0.5,0.39532148478954043,0.9145123384253819,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214,84.0272699793857,0.5916664600372314,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
86,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,27,0.5,0.471346370710486,0.9120422098075729,"[0.356657928753492, -3.9398270232612815]",79.7376232805444,68.67825105310435,0.5801458358764648,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
87,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,28,0.5,0.35120197129838865,0.8935046099658137,"[0.034006588453573246, -3.673379509347168]",66.73018634639728,68.45442087465601,0.5733804702758789,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
88,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,29,0.5,0.4073717058073805,0.904552590266876,"[-0.03144753718775233, -3.914331369116324]",94.26230581264068,70.38997695580072,0.5917410850524902,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
89,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,2,30,0.5,0.21384110930027267,0.8845050215208035,"[0.20784519354618522, -3.676942097050981]",60.5122091270829,67.26486879052258,0.5606307983398438,"[0.1695381823569861, -3.7857971859067208]",58.959084136091214
90,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,1,,,,"[-4.085649167143624, -4.2368105065960995]",113.53875815258198,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
91,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,2,,,,"[3.1987255347936028, 0.4178379639356322]",95.06529856840842,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
92,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,3,,,,"[2.905871357759601, -3.4331269402364737]",63.04399497788851,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
93,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,4,,,,"[1.520948701859166, -2.159738914637078]",53.73569948652586,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
94,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,5,,,,"[-2.7345771514092148, -0.11367201992140341]",80.24947241391503,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
95,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,6,,,,"[0.6087718095043382, 3.483259817378636]",84.10230061186672,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
96,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,7,,,,"[-0.43062802041417747, -1.5867985714381403]",80.03452631974866,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
97,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,8,,,,"[4.262162212707839, 1.0437327451639007]",70.70787282263129,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
98,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,9,,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
99,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,10,,,,"[-3.6962159966701553, 4.707279250987513]",134.39136145173717,,,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
100,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,11,2.0,0.9212782833454074,0.9051418439716312,"[1.5328372881059675, -3.256749521426563]",84.16756460891878,67.2657036496319,0.5804827213287354,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
101,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,12,0.5,9.999999999999997e-06,0.3033381712626996,"[-1.1107079340576043, -3.0150773554775814]",72.06648248814955,82.90558341616169,0.3531777858734131,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
102,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,13,0.5,9.999999999999997e-06,0.2585601404741001,"[3.890467982447168, -4.784875913513923]",72.54552193837739,82.002325005494,0.3315093517303467,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
103,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,14,0.5,9.999999999999997e-06,0.23271604938271606,"[-0.30173275581915515, 1.850977386272862]",56.92870546315637,81.2748786157158,0.32716894149780273,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
104,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,15,3.0,0.8063058915284179,0.8913270637408568,"[-1.2582160929654846, 1.3780769272895086]",53.86212808720097,64.84557111547637,0.6656684875488281,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
105,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,16,1.0,1.0448040337755344,0.9071996259934549,"[2.614802696573806, -1.9265514259026326]",57.23874938676214,67.16910630017472,0.637500524520874,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
106,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,17,1.5,1.200220391475382,0.9066666666666666,"[4.4384657564673615, -2.5423463027146624]",79.29395915136922,70.71079021468235,0.4438197612762451,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
107,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,18,1.5,1.151449501735277,0.8958047292143402,"[1.4896830253179294, -1.094350045059075]",68.14277616581867,64.04658565913674,0.41378307342529297,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
108,bbob.lunacek_bi_rastrigin,2,10,20,suitability_ext,47.56,3,19,1.0,1.2393422871062953,0.9150521609538003,"[-0.2563973159719922, 0.6020878010332543]",59.855551863521114,66.74517963214802,0.6855735778808594,"[-1.2842011637487918, 2.351452792920174]",52.92456816355619
